Aaron Finch,2014,10,17,182,5,10.71,36.4,20.4,0,1/11,9,12,24.5
Aaron Finch,2015,8,11,121,3,11,40.3,22,0,1/11,7,8,25.8
Aaron Finch,2016,8,8.4,69,1,7.96,69,52,0,1/9,6,0,21.2
Aaron Finch,2018,3,4,30,1,7.5,30,24,0,1/17,1,1,25
Aaron Finch,2020,2,2,19,0,9.5,-,-,0,0/8,0,1,8.3
Abdul Samad,2020,,,,,,,,,,,,
Abhijeet Tomar,2022,,,,,,,,,,,,
Abhimanyu Mithun,2015,1,4,37,1,9.25,37,24,0,1/37,6,0,41.7
Abhimanyu Mithun,2016,,,,,,,,,,,,
Abhinav Sadarangani,2022,,,,,,,,,,,,
Abhishek Nayar,2013,7,11.1,111,2,9.94,55.5,33.5,0,1/22,8,6,25.4
Abhishek Nayar,2014,4,9,75,2,8.33,37.5,27,0,1/15,4,2,27.8
Abhishek Sharma,2018,,,,,,,,,,,,
Abhishek Sharma,2022,16,31.2,218,11,6.96,19.8,17.1,0,3/10,12,7,39.4
Abu Nechim Ahmed,2014,3,9,62,3,6.89,20.7,18,0,2/27,6,2,50
Adam Milne,2015,,,,,,,,,,,,
Adam Milne,2021,15,53.1,385,18,7.24,21.4,17.7,0,3/12,39,8,47.6
Adam Milne,2022,28,95.2,695,28,7.29,24.8,20.4,0,4/38,69,23,51.9
Adam Zampa,2016,12,45,314,11,6.98,28.5,24.5,0,2/26,13,10,30.4
Aditya Garhwal,2015,,,,,,,,,,,,
Aditya Tare,2014,,,,,,,,,,,,
Aditya Tare,2016,,,,,,,,,,,,
Aditya Tare,2017,,,,,,,,,,,,
Aditya Tare,2018,,,,,,,,,,,,
Agnivesh Ayachi,2019,,,,,,,,,,,,
Aiden Blizzard,2015,,,,,,,,,,,,
Aiden Markram,2022,2,4,23,0,5.75,-,-,0,0/5,2,0,41.7
Ajantha Mendis,2013,,,,,,,,,,,,
Ajinkya Rahane,2018,,,,,,,,,,,,
Ajinkya Rahane,2022,,,,,,,,,,,,
Akash Deep,2022,5,18,139,6,7.72,23.2,18,0,4/35,16,4,52.8
Akash Singh,2020,,,,,,,,,,,,
Akash Singh,2021,,,,,,,,,,,,
Akhil Arvind Herwadkar,2016,,,,,,,,,,,,
Akila Dananjaya,2013,,,,,,,,,,,,
Akila Dhananjaya,2018,,,,,,,,,,,,
Akshar Rajesh Patel,2014,,,,,,,,,,,,
Akshay Karnewar,2016,,,,,,,,,,,,
Akshay Wakhare,2015,,,,,,,,,,,,
Akshdeep Nath,2016,,,,,,,,,,,,
Akshdeep Nath,2017,,,,,,,,,,,,
Akshdeep Nath,2018,,,,,,,,,,,,
Akshdeep Nath,2019,,,,,,,,,,,,
Albie Morkel,2014,43,131.3,965,40,7.34,24.1,19.7,0,4/25,101,25,48
Albie Morkel,2015,31,86.3,631,26,7.29,24.3,20,0,4/25,73,11,47.8
Alex Carey,2020,,,,,,,,,,,,
Alex Hales,2022,,,,,,,,,,,,
Alzarri Joseph,2022,15,52.4,432,12,8.2,36,26.3,0,3/27,37,24,57.3
Aman Khan,2022,,,,,,,,,,,,
Ambati Rayudu,2018,,,,,,,,,,,,
Ambati Rayudu,2022,,,,,,,,,,,,
Amit Mishra,2014,37,125,876,36,7.01,24.3,20.8,0,4/19,43,41,40.1
Amit Mishra,2014,37,125,876,36,7.01,24.3,20.8,0,4/19,43,41,40.1
Amit Mishra,2015,33,115.3,839,30,7.26,28,23.1,0,4/19,42,43,39.7
Amit Mishra,2016,22,77.4,650,16,8.37,40.6,29.1,0,2/23,35,32,33.7
Amit Mishra,2018,28,84.5,687,23,8.1,29.9,22.1,0,4/11,47,32,36.7
Amit Paunikar,2014,,,,,,,,,,,,
Andre Russell,2014,31,92.4,840,23,9.06,36.5,24.2,0,4/35,81,31,37.4
Andrew Tye,2015,7,25,176,7,7.04,25.1,21.4,0,2/12,15,6,45.3
Andrew Tye,2016,16,58.4,410,21,6.99,19.5,16.8,0,4/18,28,12,42.3
Andrew Tye,2018,39,147.1,1106,61,7.52,18.1,14.5,2,5/17,64,39,37.5
Andrew Tye,2020,61,226.4,1857,76,8.19,24.4,17.9,0,4/16,167,60,39.9
Aneeshwar Gautam,2022,,,,,,,,,,,,
Angelo Mathews,2015,10,31,240,5,7.74,48,37.2,0,3/14,19,4,29
Angelo Mathews,2017,10,30,246,7,8.2,35.1,25.7,0,2/15,29,6,38.3
Aniket Choudhary,2017,,,,,,,,,,,,
Aniket Choudhary,2018,5,16.5,144,5,8.55,28.8,20.2,0,2/17,13,6,48.5
Anirudha Ashok Joshi,2018,,,,,,,,,,,,
Anirudha Ashok Joshi,2020,,,,,,,,,,,,
Ankeet Bawane,2017,,,,,,,,,,,,
Ankit Nagendra Sharma,2014,,,,,,,,,,,,
Ankit Sharma,2016,6,22,157,7,7.14,22.4,18.9,0,2/20,11,5,40.9
Ankit Sharma,2018,4,12,100,1,8.33,100,72,0,1/27,5,4,30.6
Ankit Singh Rajpoot,2016,,,,,,,,,,,,
Ankit Singh Rajpoot,2018,9,25,205,7,8.2,29.3,21.4,0,3/37,20,5,41.3
Ankit Singh Rajpoot,2022,6,17,198,2,11.65,99,51,0,1/38,18,12,44.1
Ankush Bains,2014,,,,,,,,,,,,
Ankush Bains,2015,,,,,,,,,,,,
Ankush Bains,2016,,,,,,,,,,,,
Ankush Bains,2019,,,,,,,,,,,,
Anmolpreet Singh,2019,,,,,,,,,,,,
Anmolpreet Singh,2022,,,,,,,,,,,,
Anrich Nortje,2019,3,12,83,8,6.92,10.4,9,0,4/32,8,5,59.7
Ansh Patel,2022,,,,,,,,,,,,
Anuj Rawat,2020,,,,,,,,,,,,
Anuj Rawat,2022,,,,,,,,,,,,
Anukul Roy,2018,,,,,,,,,,,,
Anukul Roy,2022,7,20,131,4,6.55,32.8,30,0,2/18,9,2,35
Anunay Singh,2022,,,,,,,,,,,,
Anureet Singh,2014,,,,,,,,,,,,
Anureet Singh,2018,3,8,69,0,8.62,-,-,0,0/15,9,0,31.2
Apoorv Vijay Wankhade,2014,,,,,,,,,,,,
Apoorv Vijay Wankhade,2018,,,,,,,,,,,,
Arjun Tendulkar,2021,,,,,,,,,,,,
Arjun Tendulkar,2022,1,4,33,1,8.25,33,24,0,1/33,3,1,66.7
Armaan Jaffer,2016,,,,,,,,,,,,
Arshdeep Singh,2019,,,,,,,,,,,,
Aryaman Vikram Birla,2018,,,,,,,,,,,,
Aryan Juyal,2022,,,,,,,,,,,,
Asela Gunarathna,2017,,,,,,,,,,,,
Ashish Nehra,2014,23,84,718,22,8.55,32.6,22.9,0,3/23,76,27,39.5
Ashish Nehra,2016,25,96,744,40,7.75,18.6,14.4,0,4/10,79,24,48.4
Ashish Reddy,2014,14,33.5,307,14,9.07,21.9,14.5,0,3/25,21,15,35.5
Ashok Dinda,2014,20,73,634,25,8.68,25.4,17.5,0,4/18,69,20,42.2
Ashok Dinda,2016,11,36,332,5,9.22,66.4,43.2,0,1/14,27,12,36.1
Ashok Sharma,2022,,,,,,,,,,,,
Ashton Turner,2019,6,8,69,3,8.62,23,16,0,1/8,6,3,37.5
Ashwin Hebbar,2022,2,5,71,0,14.2,-,-,0,0/16,7,5,30
Asif K M,2018,,,,,,,,,,,,
Atharva Taide,2022,2,2,38,0,19,-,-,0,0/6,3,3,0
Avesh Khan,2018,1,4,23,1,5.75,23,24,0,1/23,2,1,50
Avesh Khan,2022,20,77,554,36,7.19,15.4,12.8,1,5/17,55,16,47.4
Axar Rajesh Patel,2019,,,,,,,,,,,,
Ayush Badoni,2022,,,,,,,,,,,,
B. Sai Sudharsan,2022,,,,,,,,,,,,
Baba Aparajith,2014,,,,,,,,,,,,
Baba Aparajith,2016,,,,,,,,,,,,
Baba Indrajith,2022,,,,,,,,,,,,
Baltej Dhanda,2022,,,,,,,,,,,,
Bandaru Ayyappa,2019,,,,,,,,,,,,
Barinder Singh Saran,2015,,,,,,,,,,,,
Barinder Singh Sran,2016,,,,,,,,,,,,
Barinder Singh Sran,2018,,,,,,,,,,,,
Barinder Singh Sran,2019,,,,,,,,,,,,
Basil Thampi,2017,,,,,,,,,,,,
Basil Thampi,2018,12,44.4,424,11,9.49,38.5,24.4,0,3/29,40,17,33.2
Basil Thampi,2022,4,15.1,148,1,9.76,148,91,0,1/46,13,8,33
Ben Cutting,2014,15,49.4,387,20,7.79,19.4,14.9,0,3/24,33,15,43.3
Ben Cutting,2016,17,47,383,7,8.15,54.7,40.3,0,2/30,31,9,36.2
Ben Cutting,2018,23,72.2,698,19,9.65,36.7,22.8,0,2/20,57,25,30.9
Ben Cutting,2021,39,103.4,939,37,9.06,25.4,16.8,0,3/31,75,29,29.4
Ben Dunk,2014,,,,,,,,,,,,
Ben Dwarshuis,2018,,,,,,,,,,,,
Ben Hilfenhaus,2014,15,57,420,18,7.37,23.3,19,0,3/27,45,16,55.3
Ben Laughlin,2013,14,55,392,20,7.13,19.6,16.5,0,4/31,32,9,41.5
Ben Laughlin,2017,16,54.4,444,22,8.12,20.2,14.9,0,2/10,43,13,40.9
Ben Laughlin,2018,17,56.3,417,28,7.38,14.9,12.1,0,4/26,33,13,42.2
Benjamin Stokes,2017,,,,,,,,,,,,
Benjamin Stokes,2018,,,,,,,,,,,,
Benny Howell,2022,27,92.1,721,32,7.82,22.5,17.3,0,4/15,44,28,28.9
Beuran Hendricks,2014,,,,,,,,,,,,
Bhanuka Rajapaksa,2022,2,3,32,0,10.67,-,-,0,0/10,4,1,16.7
Bhuvneshwar Kumar,2014,27,96,652,21,6.79,31,27.4,0,3/18,65,15,50.5
Bhuvneshwar Kumar,2022,15,56.1,434,9,7.73,48.2,37.4,0,2/25,46,13,45.1
Billy Stanlake,2017,5,17.2,127,5,7.33,25.4,20.8,0,3/17,18,1,51.9
Billy Stanlake,2018,11,41.2,306,14,7.4,21.9,17.7,0,3/17,33,8,52.8
Bipul Sharma,2018,13,30.2,250,6,8.24,41.7,30.3,0,1/4,12,14,29.7
Brad Hodge,2014,14,22,202,3,9.18,67.3,44,0,1/13,6,13,27.3
Brad Hogg,2015,28,98.1,683,26,6.96,26.3,22.7,0,4/29,41,27,40.6
Brendan Taylor,2014,,,,,,,,,,,,
Brendon McCullum,2014,,,,,,,,,,,,
Brendon McCullum,2018,1,1,13,0,13,-,-,0,0/13,1,1,50
C Hari Nishaanth,2021,,,,,,,,,,,,
C.Hari Nishaanth,2022,,,,,,,,,,,,
C.M. Gautam,2014,,,,,,,,,,,,
C.M. Gautam,2015,,,,,,,,,,,,
Cameron Delport,2018,27,61,464,19,7.61,24.4,19.3,0,3/18,39,8,33.3
Carlos Brathwaite,2016,18,55.5,452,14,8.1,32.3,23.9,0,3/38,34,18,44.5
Carlos Brathwaite,2018,39,122,990,32,8.11,30.9,22.9,0,4/15,78,37,38.7
Carlos Brathwaite,2019,50,162.4,1341,52,8.24,25.8,18.8,0,4/15,110,54,41.2
Chaitanya Bishnoi,2018,,,,,,,,,,,,
Chama Milind,2014,,,,,,,,,,,,
Chama Milind,2016,,,,,,,,,,,,
Chama Milind,2022,4,12,120,0,10,-,-,0,0/11,13,5,36.1
Chamika Karunaratne,2022,7,18.5,204,5,10.83,40.8,22.6,0,2/46,19,7,31.9
Chetan Sakariya,2021,,,,,,,,,,,,
Chetan Sakariya,2022,19,72,521,24,7.24,21.7,18,1,5/11,45,13,47.9
Cheteshwar Pujara,2014,,,,,,,,,,,,
Cheteshwar Pujara,2021,,,,,,,,,,,,
Chirag Suri,2017,,,,,,,,,,,,
Chris Green,2020,63,218,1489,57,6.83,26.1,22.9,0,4/14,102,53,42.7
Chris Jordan,2017,24,79.2,705,30,8.89,23.5,15.9,0,4/11,63,20,38.9
Chris Jordan,2018,47,153.3,1238,59,8.07,21,15.6,0,4/11,107,34,40.7
Chris Jordan,2020,52,180.2,1524,56,8.45,27.2,19.3,0,3/26,161,39,37.9
Chris Jordan,2022,56,185.3,1605,52,8.65,30.9,21.4,0,3/17,153,44,38.4
Chris Lynn,2014,5,9,73,3,8.11,24.3,18,0,2/15,4,2,22.2
Chris Lynn,2018,,,,,,,,,,,,
Chris Lynn,2020,,,,,,,,,,,,
Chris Woakes,2017,6,20,136,5,6.8,27.2,24,0,3/25,12,2,45.8
Chris Woakes,2018,19,64.4,544,27,8.41,20.1,14.4,0,3/6,53,19,41.5
Chris Woakes,2020,9,33.5,340,12,10.05,28.3,16.9,0,3/36,40,15,45.8
Christopher Barnwell,2013,,,,,,,,,,,,
Christopher Gayle,2018,,,,,,,,,,,,
Christopher Morris,2013,,,,,,,,,,,,
Christopher Morris,2015,,,,,,,,,,,,
Christopher Morris,2016,,,,,,,,,,,,
Christopher Morris,2020,,,,,,,,,,,,
Christopher Morris,2021,,,,,,,,,,,,
Clinton McKay,2013,,,,,,,,,,,,
Colin De Grandhomme,2018,25,51.1,483,9,9.44,53.7,34.1,0,3/4,38,18,30.6
Colin Ingram,2019,31,69.5,567,14,8.12,40.5,29.9,0,2/15,34,24,27.9
Colin Munro,2016,11,22,204,7,9.27,29.1,18.9,0,2/37,15,7,22
Colin Munro,2018,5,7,74,1,10.57,74,42,0,1/37,3,5,23.8
Corey Anderson,2014,,,,,,,,,,,,
Corey Anderson,2017,2,4,33,1,8.25,33,24,0,1/21,2,2,41.7
Dale Steyn,2016,20,75,601,14,8.01,42.9,32.1,0,2/20,69,19,44.7
Dale Steyn,2020,25,95.2,672,39,7.05,17.2,14.7,0,3/10,63,22,47
Dan Christian,2021,,,,,,,,,,,,
Daniel Christian,2013,36,127.4,1026,33,8.04,31.1,23.2,1,5/26,95,31,41.5
Daniel Christian,2017,26,69,621,13,9,47.8,31.8,0,2/13,54,22,34.1
Daniel Christian,2018,46,118.5,1025,34,8.63,30.1,21,1,5/14,101,31,35.3
Daniel Sams,2022,33,115.1,968,44,8.41,22,15.7,0,4/33,87,31,42
Darcy Short,2018,,,,,,,,,,,,
Darren Bravo,2017,1,2,27,2,13.5,13.5,6,0,2/27,4,1,25
Darren Sammy,2013,,,,,,,,,,,,
Darren Sammy,2014,,,,,,,,,,,,
Darren Sammy,2015,,,,,,,,,,,,
Darren Sammy,2017,,,,,,,,,,,,
Darshan Nalkande,2019,,,,,,,,,,,,
Darshan Nalkande,2022,5,19,162,11,8.53,14.7,10.4,0,4/28,17,5,51.8
Daryl Mitchell,2022,,,,,,,,,,,,
David Miller,2018,,,,,,,,,,,,
David Miller,2020,,,,,,,,,,,,
David Miller,2022,,,,,,,,,,,,
David Warner,2014,,,,,,,,,,,,
David Warner,2022,1,0.1,2,0,12,-,-,0,0/2,0,0,100
David Wiese,2015,4,14,106,5,7.57,21.2,16.8,0,3/17,11,2,40.5
David Willey,2022,14,41.1,355,17,8.62,20.9,14.5,0,3/26,34,16,40.9
Dawid Malan,2021,8,14.5,119,0,8.02,-,-,0,0/3,9,4,32.6
Debabrata Das,2014,,,,,,,,,,,,
Deepak Chahar,2016,,,,,,,,,,,,
Deepak Chahar,2018,5,12,115,1,9.58,115,72,0,1/35,17,2,44.4
Deepak Chahar,2022,31,114,923,26,8.1,35.5,26.3,0,4/13,109,22,42.3
Deepak Hooda,2014,,,,,,,,,,,,
Deepak Hooda,2016,7,15.1,129,1,8.51,129,91,0,1/35,10,4,36.3
Deepak Hooda,2018,9,17,139,5,8.18,27.8,20.4,0,2/16,9,6,29.4
Deepak Hooda,2020,4,5,45,1,9,45,30,0,1/13,3,2,30
Deepak Hooda,2022,8,17,145,2,8.53,72.5,51,0,1/15,11,7,32.4
Deepak Punia,2016,,,,,,,,,,,,
Devdutt Padikkal,2019,,,,,,,,,,,,
Devdutt Padikkal,2022,,,,,,,,,,,,
Devon Conway,2022,,,,,,,,,,,,
Dewald Brevis,2022,,,,,,,,,,,,
Dhawal Kulkarni,2014,10,33.4,286,14,8.5,20.4,14.4,0,3/18,30,10,55
Dhawal Kulkarni,2016,19,62,498,19,8.03,26.2,19.6,0,2/9,59,15,52.7
Dhawal Kulkarni,2018,20,67.5,537,21,7.92,25.6,19.4,0,4/14,60,16,42.8
Dhruv Jurel,2022,,,,,,,,,,,,
Dhruv Shorey,2018,,,,,,,,,,,,
Digvijay Deshmukh,2020,,,,,,,,,,,,
Dinesh Karthik,2014,,,,,,,,,,,,
Dinesh Karthik,2015,,,,,,,,,,,,
Dinesh Karthik,2016,,,,,,,,,,,,
Dinesh Karthik,2018,,,,,,,,,,,,
Dinesh Karthik,2022,,,,,,,,,,,,
Dinesh Salunkhe,2015,,,,,,,,,,,,
Dirk Nannes,2013,26,98,737,25,7.52,29.5,23.5,0,4/17,71,24,52.9
Dishant Yagnik,2014,,,,,,,,,,,,
Dominic Drakes,2022,13,45.4,394,19,8.63,20.7,14.4,0,3/26,28,20,50.4
Domnic Joseph Muthuswamy,2015,,,,,,,,,,,,
Dushmanta Chameera,2022,,,,,,,,,,,,
Dushmantha Chameera,2018,,,,,,,,,,,,
Dwaine Pretorius,2022,,,,,,,,,,,,
Dwayne Bravo,2018,84,299,2503,111,8.37,22.5,16.2,1,5/28,173,98,38
Dwayne Bravo,2022,32,107,876,38,8.19,23.1,16.9,0,4/25,56,30,39.9
Dwayne Smith,2014,36,68.5,570,19,8.28,30,21.7,0,3/23,65,16,44.3
Dwayne Smith,2016,9,14.3,147,6,10.14,24.5,14.5,0,1/11,11,7,29.9
Eklavya Dwivedi,2015,,,,,,,,,,,,
Eklavya Dwivedi,2016,,,,,,,,,,,,
Eklavya Dwivedi,2017,,,,,,,,,,,,
Eoin Morgan,2015,,,,,,,,,,,,
Eoin Morgan,2017,,,,,,,,,,,,
Eoin Morgan,2020,,,,,,,,,,,,
Evin Lewis,2018,,,,,,,,,,,,
Evin Lewis,2022,,,,,,,,,,,,
Fabian Allen,2020,17,39.3,308,6,7.8,51.3,39.5,0,2/30,22,20,45.1
Fabian Allen,2021,8,16,139,2,8.69,69.5,48,0,2/30,8,12,47.9
Fabian Allen,2022,17,53,436,13,8.23,33.5,24.5,0,2/30,27,22,35.2
Faf Du Plessis,2014,4,7,68,1,9.71,68,42,0,1/3,4,3,21.4
Faf Du Plessis,2018,,,,,,,,,,,,
Faf Du Plessis,2022,,,,,,,,,,,,
Farhaan Behardien,2016,,,,,,,,,,,,
Fazalhaq Farooqi,2022,,,,,,,,,,,,
Fidel Edwards,2013,5,20,153,6,7.65,25.5,20,0,2/33,14,3,43.3
Finn Allen,2022,1,1,8,0,8,-,-,0,0/8,1,0,16.7
Gautam Gambhir,2018,,,,,,,,,,,,
George Bailey,2014,,,,,,,,,,,,
Glenn Maxwell,2013,10,17.3,131,2,7.49,65.5,52.5,0,1/10,11,4,40
Glenn Maxwell,2014,21,35.3,239,7,6.73,34.1,30.4,0,3/26,16,6,39
Glenn Maxwell,2018,20,36,275,9,7.64,30.6,24,0,2/15,21,7,34.3
Glenn Maxwell,2020,35,75,567,17,7.56,33.4,26.5,0,3/23,31,18,28.9
Glenn Maxwell,2021,44,109.5,825,22,7.51,37.5,30,0,3/23,50,28,28.7
Glenn Phillips,2022,12,22.2,203,6,9.09,33.8,22.3,0,2/22,18,9,35.1
Gurinder Sandhu,2015,20,70.4,542,24,7.67,22.6,17.7,0,3/19,48,15,42.5
Gurkeerat Singh Mann,2022,1,2,9,1,4.5,9,12,0,1/9,0,0,33.3
Gurkeerat Singh Mann,2018,3,4,31,2,7.75,15.5,12,0,2/15,1,1,37.5
Gurkeerat Singh Mann,2019,,,,,,,,,,,,
Gurkeerat Singh Mann,2014,,,,,,,,,,,,
Hanuma Vihari,2015,6,7,46,1,6.57,46,42,0,1/5,6,1,54.8
Hanuma Vihari,2019,,,,,,,,,,,,
Harbhajan Singh,2018,25,90,658,17,7.31,38.7,31.8,0,3/22,48,26,36.1
Harbhajan Singh,2021,11,44,312,16,7.09,19.5,16.5,0,3/20,21,15,46.2
Hardik Pandya,2015,,,,,,,,,,,,
Hardus Viljoen,2019,25,89.2,778,27,8.71,28.8,19.9,0,3/28,86,22,44
Harpreet Brar,2019,,,,,,,,,,,,
Harpreet Brar,2022,14,47.4,292,8,6.13,36.5,35.8,0,3/19,15,9,42
Harry Gurney,2019,30,106.3,882,41,8.28,21.5,15.6,0,4/17,81,27,38.7
Harshal Patel,2014,11,41,340,9,8.29,37.8,27.3,0,2/24,33,11,36.6
Harshal Patel,2018,6,18,190,4,10.56,47.5,27,0,3/43,21,8,38.9
Harshal Patel,2022,22,79.1,649,39,8.2,16.6,12.2,1,5/27,55,20,41.1
Heinrich Klaasen,2019,4,6,54,1,9,54,36,0,1/12,4,2,22.2
Himmat Singh,2019,,,,,,,,,,,,
Hrithik Shokeen,2022,,,,,,,,,,,,
HS Sharath,2014,,,,,,,,,,,,
Imran Tahir,2018,36,142,1083,46,7.63,23.5,18.5,0,4/17,61,49,34.2
Iqbal Abdullah,2014,,,,,,,,,,,,
Iqbal Abdullah,2016,,,,,,,,,,,,
Irfan Pathan,2014,35,122.2,913,20,7.46,45.6,36.7,0,2/19,109,26,47.8
Irfan Pathan,2015,25,75,587,14,7.83,41.9,32.1,0,2/10,64,19,43.6
Irfan Pathan,2016,10,23.4,205,4,8.66,51.2,35.5,0,2/10,15,11,33.1
Ishan Kishan,2016,,,,,,,,,,,,
Ishan Kishan,2018,,,,,,,,,,,,
Ishan Kishan,2022,,,,,,,,,,,,
Ishan Porel,2022,5,19,154,10,8.11,15.4,11.4,0,4/24,20,3,44.7
Ishank Jaggi,2017,,,,,,,,,,,,
Ishank Jaggi,2018,,,,,,,,,,,,
Ishant Sharma,2014,22,82.4,660,21,7.98,31.4,23.6,0,3/27,71,22,49
Ishant Sharma,2016,7,25,260,4,10.4,65,37.5,0,2/37,23,16,42.7
Ishant Sharma,2019,6,18,179,0,9.94,-,-,0,0/12,20,6,41.7
Ishwar Chandra Pandey,2014,,,,,,,,,,,,
Ishwar Chandra Pandey,2016,,,,,,,,,,,,
Isuru Udana,2020,15,53.5,403,17,7.49,23.7,19,0,3/15,31,8,40.6
J Suchith,2021,1,4,28,2,7,14,12,0,2/28,3,1,45.8
J Suchith,2015,,,,,,,,,,,,
Jacob Oram,2013,4,12,124,1,10.33,124,72,0,1/32,14,5,38.9
Jacques Kallis,2014,35,120,888,34,7.4,26.1,21.2,0,3/13,91,20,41.2
Jagadeesha Suchith,2022,7,25,199,3,7.96,66.3,50,0,2/24,11,8,26
Jalaj Saxena,2014,,,,,,,,,,,,
Jalaj Saxena,2015,2,3,24,1,8,24,18,0,1/3,4,0,44.4
Jalaj Saxena,2019,,,,,,,,,,,,
Jalaj Saxena,2021,,,,,,,,,,,,
James Faulkner,2013,16,58.2,437,24,7.49,18.2,14.6,0,4/46,37,16,48.3
James Neesham,2014,6,22,161,6,7.32,26.8,22,0,3/22,15,3,41.7
James Neesham,2015,19,54,460,15,8.52,30.7,21.6,0,3/22,44,17,43.2
James Neesham,2020,24,68.3,680,29,9.93,23.4,14.2,0,4/24,72,27,37.7
James Neesham,2021,31,90.3,861,31,9.51,27.8,17.5,0,3/18,82,36,37.9
James Neesham,2022,38,104,875,36,8.41,24.3,17.3,0,3/5,72,33,36.7
Jaskaran Singh,2016,,,,,,,,,,,,
Jason Behrendorff,2018,5,20,150,6,7.5,25,20,0,3/26,16,5,44.2
Jason Behrendorff,2022,24,78.4,554,26,7.04,21.3,18.2,0,3/22,59,18,50.4
Jason Holder,2013,,,,,,,,,,,,
Jason Holder,2014,18,56.1,436,11,7.76,39.6,30.6,0,2/19,44,16,49.9
Jason Holder,2016,25,83.4,629,16,7.52,39.3,31.4,0,4/27,52,26,47.2
Jason Holder,2022,37,133.5,1046,47,7.82,22.3,17.1,0,4/52,97,38,49.2
Jason Roy,2017,,,,,,,,,,,,
Jason Roy,2018,,,,,,,,,,,,
Jason Roy,2020,,,,,,,,,,,,
Jason Roy,2022,,,,,,,,,,,,
Jasprit Bumrah,2014,2,7,70,3,10,23.3,14,0,3/32,10,2,47.6
Jatin Saxena,2018,,,,,,,,,,,,
Javon Searless,2018,,,,,,,,,,,,
Jayant Yadav,2014,,,,,,,,,,,,
Jayant Yadav,2018,7,23,167,2,7.26,83.5,69,0,1/23,14,5,39.1
Jayant Yadav,2022,12,42,307,6,7.31,51.2,42,0,2/14,18,14,40.5
Jaydev Shah,2016,,,,,,,,,,,,
Jaydev Unadkat,2013,10,29,262,10,9.03,26.2,17.4,0,2/25,24,10,35.6
Jaydev Unadkat,2014,14,52,402,13,7.73,30.9,24,1,5/25,41,9,35.9
Jaydev Unadkat,2015,22,80.1,640,22,7.98,29.1,21.9,1,5/25,62,19,36.6
Jaydev Unadkat,2016,10,34.1,300,9,8.78,33.3,22.8,0,3/32,23,15,35.6
Jaydev Unadkat,2017,2,6,79,0,13.17,-,-,0,0/30,4,8,36.1
Jaydev Unadkat,2018,13,48.5,371,24,7.6,15.5,12.2,1,5/30,26,22,46.4
Jaydev Unadkat,2019,27,96.1,808,35,8.4,23.1,16.5,1,5/30,72,36,40.7
Jaydev Unadkat,2020,26,87.4,884,21,10.08,42.1,25,0,3/46,78,41,33.3
Jaydev Unadkat,2022,18,64.2,554,17,8.61,32.6,22.7,0,4/22,41,25,36.5
Jean-Paul Duminy,2014,9,20,169,3,8.45,56.3,40,0,2/27,8,9,35.8
Jean-Paul Duminy,2018,5,7,55,2,7.86,27.5,21,0,1/4,6,0,31
Jeevan Mendis,2013,3,10,73,1,7.3,73,60,0,1/19,4,2,30
Jesse Ryder,2013,11,22.2,188,5,8.42,37.6,26.8,0,1/8,15,7,32.8
Jhye Richardson,2021,21,76.4,544,26,7.1,20.9,17.7,0,4/19,52,13,51.1
Jitesh Sharma,2016,,,,,,,,,,,,
Jitesh Sharma,2022,,,,,,,,,,,,
Joe Denly,2019,22,61.1,469,24,7.67,19.5,15.3,0,3/25,35,16,34.6
Joel Paris,2016,7,25,188,9,7.52,20.9,16.7,0,3/22,21,4,46
Jofra Archer,2018,28,104.5,823,34,7.85,24.2,18.5,0,4/18,90,18,47.7
Jofra Archer,2022,15,58.4,385,20,6.56,19.2,17.6,0,3/19,32,18,55.4
Johan Botha,2013,34,122.2,844,27,6.9,31.3,27.2,0,3/6,61,27,39.4
John Hastings,2014,8,27.5,213,8,7.65,26.6,20.9,0,3/31,22,6,46.1
John Hastings,2016,40,143.2,1069,58,7.46,18.4,14.8,0,4/26,102,25,44.4
Jonny Bairstow,2019,,,,,,,,,,,,
Jonny Bairstow,2022,,,,,,,,,,,,
Jos Buttler,2016,,,,,,,,,,,,
Jos Buttler,2018,,,,,,,,,,,,
Josh Hazlewood,2014,11,42,271,16,6.45,16.9,15.8,0,3/20,24,8,55.2
Josh Hazlewood,2020,,,,,,,,,,,,
Josh Hazlewood,2022,17,63,469,17,7.44,27.6,22.2,0,3/24,48,16,46.3
Joshua Philippe,2020,,,,,,,,,,,,
Juan Theron,2015,11,40.3,344,14,8.49,24.6,17.4,0,4/35,26,15,37.4
Krishnappa Gowtham,2022,2,8,84,1,10.5,84,48,0,1/45,3,7,22.9
K.Bhagath Varma,2021,,,,,,,,,,,,
K.Bhagath Varma,2022,,,,,,,,,,,,
K.C Cariappa,2021,,,,,,,,,,,,
K.C Cariappa,2022,,,,,,,,,,,,
K.C. Cariappa,2015,,,,,,,,,,,,
K.C. Cariappa,2016,,,,,,,,,,,,
K.K. Jiyaz,2015,,,,,,,,,,,,
K.M. Asif,2022,,,,,,,,,,,,
K.S. Bharat,2022,,,,,,,,,,,,
Kagiso Rabada,2017,6,24,162,6,6.75,27,24,0,2/31,13,5,62.5
Kagiso Rabada,2018,12,45.2,350,12,7.72,29.2,22.7,0,2/20,33,10,55.1
Kagiso Rabada,2022,32,121.4,1004,45,8.25,22.3,16.2,0,4/24,83,45,43
Kamlesh Nagarkoti,2018,,,,,,,,,,,,
